'hang'kong'you'liao 航空油料
'hang'kong'yu'lei 航空鱼雷
'hang'kong'yun'shu 航空运输
'hang'kong'zha'dan 航空炸弹
'hang'kong'zhao'xiang 航空照相
'hang'kong'zhen'cha 航空侦察
'hang'kong'zhu'you 航空主油
'hang'kong'zi'mu'dan 航空子母弹
'hang'lu 航路
'hang'lu'dao'hang 航路导航
'hang'lu'jie'jing 航路捷径
'hang'mu 航母
'hang'pai 航拍
'hang'su 航速
'hang'tian'she'ying 航天摄影
'hang'tian'yi'xue 航天医学
'hang'tu 航图
'hang'xian 航线
'hang'xiang 航向
'hang'xiang'ji'qiang 航向机枪
'hang'xiang'tian'xian 航向天线
'hang'xiang'zheng'bei 航向正北
'hang'xiao 航校
'hang'xing 航行
'hang'xing'dui'xing 航行队形
'hang'xing'guan'zhi 航行管制
'hang'xing'jia'you 航行加油
'hang'xing'jing'jie 航行警戒
'hang'xing'lei'da 航行雷达
'hang'xing'xu'lie 航行序列
'hang'xing'zhang'ai'wu 航行障碍物
'hao'hu'du 毫弧度
'hao'miao'lei'guan 毫秒雷管
'hao'di 壕底
'hao'gou 壕沟
'hao'gou'kuan'du 壕沟宽度
'hao'kuan 壕宽
'hao'shen 壕深
'hao'ling 号令
'he'cheng'feng 合成风
'he'cheng'jun'dui 合成军队
'he'cheng'yu'bei'dui 合成预备队
'he'ji 合击
'he'lian 合练
'he'shui'xian 合水线
'he'tong'gong'ji 合同攻击
'he'tong'ming'ling 合同命令
'he'tong'xun'lian 合同训练
'he'tong'zhan'dou 合同战斗
'he'tong'zhan'shu 合同战术
'he'tong'zhan'yi 合同战役
'he'tong'zuo'zhan 合同作战
'he'wei 合围
'he'zhou'zhi'zhan 合州之战
'he'feng 和风
'he'an 河岸
'he'ba 河坝
'he'cao 河槽
'he'chuang 河床
'he'di 河堤
'he'di 河底
'he'fu 河幅
'he'kuan 河宽
'he'liu 河流
'he'shen 河深
'he'tao 河套
'he'xi'zou'lang 河西走廊
'he'zhong'jie'tao'zhou 河中节套舟
'he'zhong'zhou 河中舟
'he'bao'tan'ce 核爆探测
'he'bao'zha 核爆炸
'he'bao'zha'gu'suan 核爆炸估算
'he'bao'zha'huo'qiu 核爆炸火球
'he'dong'li 核动力
'he'fang'hu 核防护
'he'guan'ce 核观测
'he'guan'ce'shao 核观测哨
'he'shi'yan 核试验
'he'xi'ji 核袭击
'he'xin'gong'shi 核心工事
'he'zhan'zheng 核战争
'hei'se'huo'yao 黑色火药
'hei'se'zha'yao 黑色炸药
'hei'suo'jin 黑索今
'hei'ying 黑鹰
'heng'xing 恒星
'heng'dui 横队
'heng'fei 横飞
'heng'feng 横风
'heng'heng 横桁
'heng'kuan'mu'biao 横宽目标
'heng'qing 横倾
'heng'xiang'lu 横向路
'hong'zha 轰炸
'hong'zha'hang'kong'bing 轰炸航空兵
'hong'zha'hang'lu 轰炸航路
'hong'zha'ji 轰炸机
'hong'zha'she'bei 轰炸设备
'hong'er'dao'dan 红二导弹
'hong'er'fang'mian'jun 红二方面军
'hong'jun 红军
'hong'si'fang'mian'jun 红四方面军
'hong'si'jun 红四军
'hong'wai'xian'deng 红外线灯
'hong'wai'xian'guan'cha 红外线观察
'hong'wai'xian'she'ying 红外线摄影
'hong'wai'xian'tong'xin 红外线通信
'hong'wai'yi 红外仪
'hong'wai'you'er 红外诱饵
'hong'wai'zhao'xiang 红外照相
'hong'wai'zhen'cha 红外侦察
'hong'shui'he'chuang 洪水河床
'hou'che 后撤
'hou'fa'zhi'ren 后发制人
'hou'fang 后方
'hou'fang'bu'shu 后方部署
'hou'fang'di'yu 后方地域
'hou'fang'fang'wei 后方防卫
'hou'fang'gong'cheng 后方工程
'hou'fang'gong'ying 后方供应
'hou'fang'ji'di 后方基地
'hou'fang'jian'bing 后方尖兵
'hou'fang'jiao'hui'fa 后方交会法
'hou'fang'jing'jie 后方警戒
'hou'fang'kan'cha 后方勘察
'hou'fang'ming'ling 后方命令
'hou'fang'qin'wu 后方勤务
'hou'fang'tong'xin 后方通信
'hou'fang'tong'xin'wang 后方通信网
'hou'fang'yi'yuan 后方医院
'hou'fang'zhi'hui 后方指挥
'hou'fang'zhi'hui'suo 后方指挥所
'hou'fei 后飞
'hou'jian'qiao 后舰桥
'hou'qiao 后桥
'hou'qiao'qu'dong 后桥驱动
'hou'qin 后勤
'hou'qin'bao'zhang 后勤保障
'hou'qin'bao'gao 后勤报告
'hou'qin'bian'zu 后勤编组
'hou'qin'bu'dui 后勤部队
'hou'qin'bu'shu 后勤部署
'hou'qin'chu 后勤处
'hou'qin'fang'wei 后勤防卫
'hou'qin'fen'dui 后勤分队
'hou'qin'ji'guan 后勤机关
'hou'qin'ji'di 后勤基地
'hou'qin'li'liang 后勤力量
'hou'qin'pei'zhi 后勤配置
'hou'qin'tong'xin 后勤通信
'hou'qin'wen'jian 后勤文件
'hou'qin'wen'shu 后勤文书
'hou'qin'xian'qian'zu 后勤先遣组
'hou'qin'xiang'ding 后勤想定
'hou'qin'xie'tong 后勤协同
'hou'qin'xue'shu 后勤学术
'hou'qin'xue'yuan 后勤学院
'hou'qin'xun'lian 后勤训练
'hou'qin'yan'xi 后勤演习
'hou'qin'yao'tu 后勤要图
'hou'qin'zhi'hui 后勤指挥
'hou'qin'zhi'shi 后勤指示
'hou'qin'zhuan'ye 后勤专业
'hou'qin'zhuan'yi 后勤转移
'hou'song 后送
'hou'wei 后卫
'hou'xu'bu'dui 后续部队
'hou'xu'ren'wu 后续任务
'hou'zuo 后坐
'hou'zuo'li 后坐力
'hu'hao 呼号
'hu'huan'huo'li 呼唤火力
'hu'jiao 呼叫
'hu'xi'dao'fang'hu 呼吸道防护
'hu'po 湖泊
'hu'kou 湖口
'hu'lao'guan 虎牢关
'hu'men 虎门
'hu'qian'jing 虎钤经
'hu'ban'pao 护板炮
'hu'hang 护航
'hu'hang'yun'shu'dui 护航运输队
'hu'song'she'ji 护送射击
'hu'wei'jian 护卫舰
'hu'wei'jian'da'dui 护卫舰大队
'hu'wei'ting 护卫艇
'hua'bei'jun'qu 华北军区
'hua'bei'ye'zhan'jun 华北野战军
'hua'dong'hai'jun 华东海军
'hua'dong'jun'qu 华东军区
'hua'sha'tiao'yue 华沙条约
'hua'sheng'dun 华盛顿
'hua'po 滑坡
'hua'tang'pao 滑膛炮
'hua'xiang 滑翔
'hua'xiang'ji 滑翔机
'hua'xing 滑行
'hua'xing'dao 滑行道
'hua'xing'dao'deng 滑行道灯
'hua'xue'tan 化学弹
'hua'xue'dan 化学弹
'hua'xue'di'lei 化学地雷
'hua'xue'fan'ji 化学反击
'hua'xue'fang'hu 化学防护
'hua'xue'fu'he'shang 化学复合伤
'hua'xue'gu'suan 化学估算
'hua'xue'guan'cha 化学观察
'hua'xue'guan'cha'shao 化学观察哨
'hua'xue'hang'tan 化学航弹
'hua'xue'hang'dan 化学航弹
'hua'xue'huo'jian'dan 化学火箭弹
'hua'xue'pao'dan 化学炮弹
'hua'xue'wu'qi 化学武器
'hua'xue'xi'ji 化学袭击
'hua'xue'zhan 化学战
'hua'xue'zhang'ai'wu 化学障碍物
'hua'xue'zhen'cha 化学侦察
'hua'yan'che 化验车
'hua'zheng'wei'ling 化整为零
'hua'zhuang'zhen'cha 化装侦察
'hua'gui 划归
'hua'qu'gong'ying 划区供应
'hua'wang 话网
'hua'wu'yuan 话务员
'huan'xing'pei'zhi 环形配置
'huan'chong'ji 缓冲机
'huan'ban 换班
'huan'ban'bao'gao 换班报告
'huan'ban'ming'ling 换班命令
'huan'cheng 换乘
'huan'cheng'cheng'xu 换乘程序
'huan'cheng'hai'yu 换乘海域
'huan'cheng'qu 换乘区
'huan'ji 换季
'huan'ji'bao'yang 换季保养
'huan'jian 换件
'huan'jian'xiu'li 换件修理
'huang'mo 荒漠
'huang'he'fu'qiao 黄河浮桥
'hui'fu'zhu'dong 恢复主动
'hui'da'qi 回答器
'hui'da'shi 回答式
'hui'da'shi'gan'rao 回答式干扰
'hui'ling 回令
'hui'liu 回流
'hui'sheng 回声
'hui'sheng'sheng'na 回声声纳
'hui'shou 回收
'hui'tian 回填
'hui'yuan 回援
'hui'zhuan'pan 回转盘
'hui'cao 会操
'hui'chuan 会传
'hui'du 会读
'hui'he 会合
'hui'he'dian 会合点
'hui'he'qu 会合区
'hui'hua 会画
'hui'ji 会记
'hui'shi 会师
'hui'suan 会算
'hui'xie 会写
'hui'zhi'yao'tu 绘制要图
'hui'shang'di'tan'ke 毁伤敌坦克
'hui'shang'neng'li 毁伤能力
'hui'shang'xiao'ying 毁伤效应
'hun'he'bian'dui 混合编队
'hun'he'bian'zu 混合编组
'hun'he'di'lei'chang 混合地雷场
'hun'he'lei'chang 混合雷场
'hun'he'pei'zhi 混合配置
'hun'he'xing'jun 混合行军
'hun'ning'tu'po'huai'tan 混凝土破坏弹
'hun'ning'tu'po'huai'dan 混凝土破坏弹
'hun'zhan 混战
'huo'dong'bao'lu'zheng'hou 活动暴露征候
'huo'dong'dang'ni'ban 活动挡泥板
'huo'dong'mu'biao 活动目标
'huo'sai'shi'fei'ji 活塞式飞机
'huo'che 火车
'huo'gong'pin 火工品
'huo'jian'bao'po'tan 火箭爆破弹
'huo'jian'bao'po'dan 火箭爆破弹
'huo'jian'bao'po'qi 火箭爆破器
'huo'jian'bu'lei 火箭布雷
'huo'jian'bu'lei'che 火箭布雷车
'huo'jian'bu'lei'tan 火箭布雷弹
'huo'jian'bu'lei'dan 火箭布雷弹
'huo'jian'dan 火箭弹
'huo'jian'pao 火箭炮
'huo'jian'sao'lei 火箭扫雷
'huo'jian'sao'lei'bao'po'tan 火箭扫雷爆破弹
'huo'jian'sao'lei'bao'po'dan 火箭扫雷爆破弹
'huo'jian'shi 火箭式
'huo'jian'tong 火箭筒
'huo'jian'zeng'cheng'tan 火箭增程弹
'huo'jian'zeng'cheng'dan 火箭增程弹
'huo'ju 火具
'huo'kong 火控
'huo'kong'dian 火控点
'huo'kong'xi'tong 火控系统
'huo'lei'guan 火雷管
'huo'li 火力
'huo'li'bao'fu 火力报复
'huo'li'dian 火力点
'huo'li'dian'fu'huo 火力点复活
'huo'li'dui'bi 火力对比
'huo'li'fan'ji 火力反击
'huo'li'fan'zhun'bei 火力反准备
'huo'li'fan'wei 火力范围
'huo'li'feng'suo 火力封锁
'huo'li'ji'dong 火力机动
'huo'li'ji'hua 火力计划
'huo'li'kong'zhi 火力控制
'huo'li'kong'zhi'dian 火力控制点
'huo'li'kong'zhi'wang 火力控制网
'huo'li'lian'xi 火力联系
'huo'li'mi'du 火力密度
'huo'li'pei'xi 火力配系
'huo'li'qu'fen 火力区分
'huo'li'tu'ji 火力突击
'huo'li'xi'ji 火力袭击
'huo'li'ya'zhi 火力压制
'huo'li'yan'shen 火力延伸
'huo'li'yan'hu 火力掩护
'huo'li'yao'tu 火力要图
'huo'li'zhen'cha 火力侦察
'huo'li'zhi'yuan 火力支援
'huo'li'zhi'yuan'dui 火力支援队
'huo'li'zhi'yuan'qun 火力支援群
'huo'li'zhuan'yi 火力转移
'huo'li'zhui'ji 火力追击
'huo'li'zhun'bei 火力准备
'huo'li'zu'duan 火力阻断
'huo'li'zu'ji 火力阻击
'huo'li'zu 火力组
'huo'mao 火帽
'huo'pao 火炮
'huo'pao'lv'li'shu 火炮履历书
'huo'pao'mi'du 火炮密度
'huo'pao'qiang'xiu 火炮抢修
'huo'pao'she'jiao 火炮射角
'huo'pao'wen'ding'qi 火炮稳定器
'huo'qi 火器
'huo'qi'ji'dong 火器机动
'huo'qiu 火球
'huo'shen'kou'shui'ping'mian 火身口水平面
'huo'shen'kou'ya'li 火身口压力
'huo'wang 火网
'huo'xian'han'hua 火线喊话
'huo'xian'li'gong 火线立功
'huo'xian'lian'huan 火线联欢
'huo'xian'qiang'jiu 火线抢救
'huo'xian'ru'dang 火线入党
'huo'xian'yun'shu 火线运输
'huo'yao 火药
'huo'zhang 火障
'huo'zhang'ai'wu 火障碍物
'huo'zhi'di'dai 火制地带
'huo'ji 货机
'huo'yun'ma'tou 货运码头
'huo'luan 霍乱
'huo'luan'hu'jun 霍乱弧菌
'ji'bi 击毙
'ji'fa 击发
'ji'fa'ji 击发机
'ji'fa'ji'gou 击发机构
'ji'hui 击毁
'ji'kui 击溃
'ji'kui'zhan 击溃战
'ji'luo 击落
'ji'zhong 击中
'ji'zhong'mu'biao 击中目标
'ji'zhang 机长
'ji'chang 机场
'ji'chang'biao'gao 机场标高
'ji'chang'chang'dao 机场场道
'ji'chang'dai'zhan 机场待战
'ji'chang'dao'hang 机场导航
'ji'chang'deng'ji 机场等级
'ji'chang'fan'feng'suo 机场反封锁
'ji'chang'fang'hu 机场防护
'ji'chang'fang'yu 机场防御
'ji'chang'guan'bi 机场关闭
'ji'chang'jing'kong'qu 机场净空区
'ji'chang'qu'yu 机场区域
'ji'chang'tian'qi'yu'bao 机场天气预报
'ji'chang'wang 机场网
'ji'chang'zhi'ban 机场值班
'ji'dong 机动
'ji'dong'bian'dui 机动编队
'ji'dong'bing'li 机动兵力
'ji'dong'bu'lei 机动布雷
'ji'dong'bu'dui 机动部队
'ji'dong'fa'she 机动发射
'ji'dong'lei'xing 机动类型
'ji'dong'li 机动力
'ji'dong'neng'li 机动能力
'ji'dong'ri 机动日
'ji'dong'xing 机动性
'ji'dong'yang'shi 机动样式
'ji'dong'zhuang'ju 机动装具
'ji'duan'xing'shi 机断行事
'ji'guan'pao 机关炮
'ji'jiang 机降
'ji'mi 机密
'ji'qi'ren 机器人
'ji'qiang 机枪
'ji'qiang'ba 机枪靶
'ji'qun 机群
'ji'shen 机身
'ji'wo 机窝
'ji'wu'ren'yuan 机务人员
'ji'xie'bu'lei 机械布雷
'ji'xie'bu'lei'che 机械布雷车
'ji'xie'chang 机械场
'ji'xie'chang'qin'wu 机械场勤务
'ji'xie'hua 机械化
'ji'xie'hua'bu'dui 机械化部队
'ji'xie'hua'qiao 机械化桥
'ji'xie'hua'shi 机械化师
'ji'xie'hua'xing'jun 机械化行军
'ji'xie'ku 机械库
'ji'xie'sao'lei 机械扫雷
'ji'xie'shi 机械师
'ji'xie'yuan 机械员
'ji'xing 机型
'ji'yi 机翼
'ji'zai'hang'xing'lei'da 机载航行雷达
'ji'zai'hong'zha'lei'da 机载轰炸雷达
'ji'zai'jie'ji'lei'da 机载截击雷达
'ji'zai'lei'da 机载雷达
'ji'zai'ling'hang'she'bei 机载领航设备
'ji'zai'sheng'na 机载声纳
'ji'zai'tong'xin'she'bei 机载通信设备
'ji'zai'wu'qi 机载武器
'ji'zhong 机种
'ji'ji'fang'kong 积极防空
'ji'ben'an 基本案
'ji'ben'bi'li'chi'di'xing'tu 基本比例尺地形图
'ji'ben'deng'gao'xian 基本等高线
'ji'ben'he'chuang 基本河床
'ji'ben'jian'mie 基本歼灭
'ji'ben'she'ji 基本射击
'ji'ben'xiang'ding 基本想定
'ji'ben'zhen'di 基本阵地
'ji'ben'zhi'hui'suo 基本指挥所
'ji'ceng'dang'wei 基层党委
'ji'ceng'jian'she 基层建设
'ji'chu'xun'lian 基础训练
'ji'di'bing'zhan 基地兵站
'ji'di'cang'ku 基地仓库
'ji'di'fang'yu 基地防御
'ji'gan'min'bing 基干民兵
'ji'jian'bu'dui 基建部队
'ji'lang 基浪
'ji'shu 基数
'ji'shu'biao'zhun 基数标准
'ji'zhun'bian'dui 基准编队
'ji'zhun'che 基准车
'ji'zhun'jian 基准舰
'ji'zhun'pao 基准炮
'ji'zhun'she'xiang 基准射向
'ji'zhun'tan'ke 基准坦克
'ji'guang'ce'ju 激光测距
'ji'guang'ce'ju'yi 激光测距仪
'ji'guang'lei'da 激光雷达
'ji'guang'tong'xin 激光通信
'ji'guang'zhi'dao 激光制导
'ji'hong'chang 吉鸿昌
'ji'shui 汲水
'ji'chang'bo 极长波
'ji'chang'bo'tong'xin 极长波通信
'ji'xian'shen'du 极限深度
'ji'cu'she 急促射
'ji'xi 急袭
'ji'xi'she'ji 急袭射击
'ji'xing'jun 急行军
'ji'zao'jun'lu 急造军路
'ji'he 集合
'ji'he'di'yu 集合地域
'ji'huo 集火
'ji'huo'jin'zhan 集火近战
'ji'huo'she'ji 集火射击
'ji'jie 集结
'ji'jie'di'qu 集结地区
'ji'jie'di'yu 集结地域
'ji'jie'shang'chuan 集结上船
'ji'shu 集束
'ji'shu'jian 集束箭
'ji'ti 集体
'ji'ti'fang'hu 集体防护
'ji'ti'ting'ji'ping 集体停机坪
'ji'ti'zhu'yi 集体主义
'ji'tuan 集团
'ji'tuan'bu'shu 集团部署
'ji'tuan'fang'wu 集团房屋
'ji'tuan'jun 集团军
'ji'tuan'mu'biao 集团目标
'ji'tuan'pei'zhi 集团配置
'ji'tuan'tan'ke 集团坦克
'ji'tuan'yao'bao 集团药包
'ji'tuan'zhuang'yao 集团装药
'ji'tuan'zuo'ye 集团作业
'ji'xun'dui 集训队
'ji'zhong 集中
'ji'zhong'bao'zhi 集中报知
'ji'zhong'huo'li 集中火力
'ji'zhong'kong'jiang 集中空降
'ji'zhong'she'ji 集中射击
'ji'zhong'shi'yong 集中使用
'ji'zhong'tu'ji 集中突击
'ji'zhong'zhan 集中站
'ji'zhong'zhi'hui 集中指挥
'ji'fang 己方
'ji'fang'lei'da 己方雷达
'ji'hua 计划
'ji'hua'huo'li 计划火力
'ji'hua'nei'she'ji 计划内射击
'ji'hua'wai'she'ji 计划外射击
'ji'liang'jian'du 计量监督
'ji'qu'xian 计曲线
'ji'yi'ce'tu 记忆测图
'ji'lv'tiao'ling 纪律条令
'ji'nian'zhang 纪念章
'ji'xiao'xin'shu 纪效新书
'ji'shu'bao'yang 技术保养
'ji'shu'bao'zhang 技术保障
'ji'shu'bing 技术兵
'ji'shu'bing'qi 技术兵器
'ji'shu'guan'cha 技术观察
'ji'shu'jian'ding 技术鉴定
'ji'shu'pei'tao 技术配套
'ji'shu'qi'cai 技术器材
'ji'shu'qin'wu 技术勤务
'ji'shu'qin'wu'qu 技术勤务区
'ji'shu'shou'duan 技术手段
'ji'shu'xun'lian 技术训练
'ji'shu'zhi'biao 技术指标
'ji'shu'zhuang'bei 技术装备
'ji'shu'zhun'bei 技术准备
'ji'liang'bi 剂量笔
'ji'liang'bo'li 剂量玻璃
'ji'liang'jian'du 剂量监督
'ji'liang'jian'cha 剂量检查
'ji'liang'jiao'pian 剂量胶片
'ji'liang'yi 剂量仪
'ji'ding'jue'xin 既定决心
'ji'she'dian'lu 既设电路
'ji'she'xian'lu 既设线路
'ji'nan'jun'qu 济南军区
'jia'cu'deng'gao'xian 加粗等高线
'jia'da'chu'bei 加大储备
'jia'ji 加急
'jia'ji'dian'hua 加急电话
'jia'le'bi'hai 加勒比海
'jia'liu'pao 加榴炮
'jia'nong'liu'dan'pao 加农榴弹炮
'jia'nong'pao 加农炮
'jia'qiang 加强
'jia'qiang'tan'she 加强弹射
'jia'qiang'pao'bing 加强炮兵
'jia'qiang'zhi'hui 加强指挥
'jia'ru'zhan'dou 加入战斗
'jia'su'xing'neng 加速性能
'jia'xi'ban 加隙板
'jia'ya 加压
'jia'ya'zhi'liao 加压治疗
'jia'you'ji 加油机
'jia'you'xian 加油线
'jia'you'zhan 加油站
'jia'ji 夹击
'jia'jiang 嘉奖
'jia'yu'guan 嘉峪关
'jia'jiao 岬角
'jia'ban 甲板
'jia'ban'shi 甲板室
'jia'she'xian 甲射线
'jia'shi'cang 驾驶舱
'jia'shi'ji'shi 驾驶技师
'jia'shi'shi 驾驶室
'jia'shi'yi 驾驶仪
'jia'shi'yuan 驾驶员
'jia'shi'zheng 驾驶证
'jia'ci 架次
'jia'qiao 架桥
'jia'qiao'che 架桥车
'jia'qiao'tan'ke 架桥坦克
'jia'she'fu'qiao 架设浮桥
'jia'she'lei'da 架设雷达
'jia'she'qiao'liang 架设桥梁
'jia'zhu'qiao 架柱桥
'jia'zhu'qiao'jiao 架柱桥脚
'jia'zhu'zhan'qiao 架柱栈桥
'jia'dao'lu 假道路
'jia'dian'bao 假电报
'jia'dian'tai 假电台
'jia'ding'gao'cheng 假定高程
'jia'fei'ji 假飞机
'jia'gong'shi 假工事
'jia'huo'pao 假火炮
'jia'mu'biao 假目标
'jia'pao 假炮
'jia'pao'zhen'di 假炮阵地
'jia'qi'che 假汽车
'jia'qiao'liang 假桥梁
'jia'ren'yuan 假人员
'jia'tan'ke 假坦克
'jia'xiang'di 假想敌
'jia'zhang'ai'wu 假障碍物
'jia'zhuan'yi 假转移
'jian'bing 尖兵
'jian'bing'ban 尖兵班
'jian'bing'lian 尖兵连
'jian'bing'pai 尖兵排
'jian'xing 尖形
'jian'xing'zhou 尖形舟
'jian'zhou 尖舟
'jian'bi'qing'ye 坚壁清野
'jian'ren'xing 坚韧性
'jian'ba 歼八
'jian'ji 歼击
'jian'ji'hang'kong'bing 歼击航空兵
'jian'ji'hong'zha'ji 歼击轰炸机
'jian'ji'ji 歼击机
'jian'mie 歼灭
'jian'mie'she'ji 歼灭射击
'jian'mie'zhan 歼灭战
'jian'jie 间接
'jian'jie'shao'shang 间接烧伤
'jian'qu'xian 间曲线
'jian'xi'she 间隙射
'jian'xi'she'ji 间隙射击
'jian'pao 肩炮
'jian'pao'she'ji 肩炮射击
'jian'zhang 肩章
'jian'ku'fen'dou 艰苦奋斗
'jian'shi 监视
'jian'shi'she'ji 监视射击
'jian'ruo'de'da 拣弱的打
'jian'ya'bing 减压病
'jian'yuan 减员
'jian'dao'qiao 剪刀桥
'jian'cha'she 检查射
'jian'xiu 检修
'jian'yan'she'ji 检验射击
'jian'yi 检疫
'jian'bian 简编
'jian'bian'she'ji 简便射击
'jian'yi'cang'ku 简易仓库
'jian'yi'ce'tu 简易测图
'jian'yi'fa 简易法
'jian'yi'fang'hu 简易防护
'jian'jun'yuan'ze 建军原则
'jian'zhi 建制
'jian'zhi'bian'dui 建制编队
'jian'zhi'dan'wei 建制单位
'jian'zhi'gong'ying 建制供应
'jian'zhu'bu'dui 建筑部队
'jian'ge'dao 剑阁道
'jian'chuan'zhong'liang 舰船重量
'jian'dui 舰队
'jian'ji 舰级
'jian'jian'dao'dan 舰舰导弹
'jian'kong'dao'dan 舰空导弹
'jian'lei 舰类
'jian'pao 舰炮
'jian'pao'gong'ji 舰炮攻击
'jian'qian'dao'dan 舰潜导弹
'jian'qiao 舰桥
'jian'ting 舰艇
'jian'ting'bu'dui 舰艇部队
'jian'ting'bu'shu 舰艇部署
'jian'ting'bu'shu'biao 舰艇部署表
'jian'ting'da'dui 舰艇大队
'jian'ting'dui 舰艇队
'jian'ting'fang'yi 舰艇防疫
'jian'ting'ji'di 舰艇基地
'jian'ting'su'lv 舰艇速率
'jian'ting'zhi'dui 舰艇支队
'jian'wei 舰位
'jian'xing 舰型
'jian'yong 舰用
'jian'zai'ji 舰载机
'jian'zhong'dui 舰中队
'jian'zhong 舰种
'jian'zhang'tou'ying 渐长投影
'jian'xian'pao'dan 箭霰炮弹
'jian'xing'qiang'dan 箭形枪弹
'jiang'he 江河
'jiang'he'shui'lei 江河水雷
'jiang'guan 将官
'jiang'yuan 将苑
'jiang'chi 僵持
'jiang'gao 讲稿
'jiang'ping 讲评
'jiang'yi 讲义
'jiang'cheng'quan 奖惩权
'jiang'cheng'zhi'du 奖惩制度
'jiang'li 奖励
'jiang'qi 奖旗
'jiang'zhang 奖章
'jiang'zhang'zheng'shu 奖章证书
'jiang'zhuang 奖状
'jiang'jie'shi 蒋介石
'jiang'hu 降弧
'xiang'hu 降弧
'jiang'luo'qu 降落区
'jiang'luo'san 降落伞
'jiao'cha'fa 交叉法
'jiao'cha'fa'shi'she 交叉法试射
'jiao'cha'huo'li 交叉火力
'jiao'cha'she 交叉射
'jiao'huan'ji 交换机
'jiao'hui'fa 交会法
'jiao'hui'guan'cha 交会观察
'jiao'ti'bao'zhang 交替保障
'jiao'ti'qian'jin 交替前进
'jiao'ti'yan'hu 交替掩护
'jiao'ti'zhi'hui 交替指挥
'jiao'ti'zhuan'yi 交替转移
'jiao'tong'bao'zhang 交通保障
'jiao'tong'guan'zhi 交通管制
'jiao'tong'hao 交通壕
'jiao'tong'liang 交通量
'jiao'tong'shu'niu 交通枢纽
'jiao'zhan 交战
'jiao'zhan'chang 交战场
'jiao'yin'ji 胶印机
'jiao'zhuo 胶着
'jiao'du'qi'pian 角度欺骗
'jiao'fan'she'qi 角反射器
'jue'fan'she'qi 角反射器
'jiao'fen'bian'li 角分辨力
'jue'fen'bian'li 角分辨力
'jiao'pan 绞盘
'jiao'jia 脚架
'jiao'xian 脚线
'jiao'fei'dou'zheng 剿匪斗争
'jiao'huo 缴获
'jiao'an 教案
'jiao'cai 教材
'jiao'cheng 教程
'jiao'dao'yuan 教导员
'jiao'fan 教范
'jiao'lian 教练
'jiao'lian'tan 教练弹
'jiao'lian'dan 教练弹
'jiao'lian'ji 教练机
'jiao'lian'tan'ke 教练坦克
'jiao'ling 教令
'jiao'xue'bian'zhi 教学编制
'jiao'xue'da'gang 教学大纲
'jiao'xue'fa'ji'xun 教学法集训
'jiao'xue'ji'hua 教学计划
'jiao'xue'min'zhu 教学民主
'jiao'xue'qin'wu 教学勤务
'jiao'xue'ri'zhi 教学日志
'jiao'xue'she'shi 教学设施
'jiao'xue'ti'gang 教学提纲
'jiao'xue'ti'shi 教学提示
'jiao'xue'yan'jiu'shi 教学研究室
'jiao'xue'zhuang'bei 教学装备
'jiao'yan'shi 教研室
'jie'ji'jue'wu 阶级觉悟
'jie'ji'you'ai 阶级友爱
'jie'ti'zhuan'yi 阶梯转移
'jie'chu 接触
'jie'di 接敌
'jie'dian'zhun'bei 接电准备
'jie'jin'jiao 接近角
'jie'jin'lu 接近路
'jie'li'tong'xin 接力通信
'jie'li'yun'shu 接力运输
'jie'li'zhan 接力站
'jie'shou 接收
'jie'shou'ji 接收机
'jie'ti'zhi'hui 接替指挥
'jie'ying 接应
'jie'yun'shang'yuan 接运伤员
'jie'di'yun'dong 椄敌运动
'qie'di'yun'dong 椄敌运动
'jie'lei 街垒
'jie'lei'zhan 街垒战
'jie'du'shi 节度使
'jie'jie'kang'ji 节节抗击
'jie'he'bu 结合部
'jie'he'bu'bao'zhang 结合部保障
'jie'ji 截击
'jie'ji'ji 截击机
'jie'ji'ju'li 截击距离
'jie'ji'lei'da 截击雷达
'jie'xian'fa 截线法
'jie'chu'jing'bao 解除警报
'jie'fang'jun'jin'xing'qu 解放军进行曲
'jie'fang'qu 解放区
'jie'fang'xun'zhang 解放勋章
'jie'tuo'jiang'luo'san 解脱降落伞
'jie'yan 戒严
'jie'zi'qi 芥子气
'jie'bei 界碑
'jie'pai 界牌
'jie'ta 界塔
'jie'zhuang 界桩
'jie'dong'xi'yao'huan 借东西要还
'jin'shu'she'liu 金属射流
'jin'ji'chu'lian 紧急出联
'jin'ji'ji'he 紧急集合
'jin'ji'jing'bao 紧急警报
'jin'ji'shu'san 紧急疏散
'jin'cheng 近程
'jin'cheng'xun'luo 近程巡逻
'jin'di 近敌
'jin'fang 近方
'jin'fang'kong'qing 近方空情
'jin'hai 近海
'jin'hong'wai'zhao'xiang 近红外照相
'jin'jie 近界
'jin'ju 近距
'jin'ju'dao'hang'tai 近距导航台
'jin'kai'kuai'da 近开快打
'jin'kuai'zhan'fa 近快战法
'jin'po'zuo'ye 近迫作业
'jin'zhan'huo'li 近战火力
'jin'zhan'wu'qi 近战武器
'jin'chu'kou 进出口
'jin'chu'kou'heng 进出口桁
'jin'chu'kou'hang 进出口桁
'jin'chu'lu 进出路
'jin'gong'di'dai 进攻地带
'jin'gong'fang'xiang 进攻方向
'jin'gong'su'du 进攻速度
'jin'gong'xing'dong 进攻行动
'jin'gong'zhan'dou 进攻战斗
'jin'gong'zhan'yi 进攻战役
